
"(PDH-CSV 4.0)","\\NIKKI\Processor(_Total)\% Processor Time"
"05/04/2015 11:46:12.265","8.744640"
"05/04/2015 11:46:13.266","21.223996"
"05/04/2015 11:46:14.266","7.184719"
"05/04/2015 11:46:15.283","16.405423"
"05/04/2015 11:46:16.283","7.964674"
"05/04/2015 11:46:17.283","4.844833"
"05/04/2015 11:46:18.283","10.304561"
"05/04/2015 11:46:19.283","19.664075"
"05/04/2015 11:46:20.283","31.363486"
"05/04/2015 11:46:21.283","10.304561"
"05/04/2015 11:46:22.283","9.524595"
"05/04/2015 11:46:23.283","7.964674"
"05/04/2015 11:46:24.283","23.563882"
"05/04/2015 11:46:25.283","9.524595"
"05/04/2015 11:46:26.283","15.764278"
"05/04/2015 11:46:27.283","7.184709"
"05/04/2015 11:46:28.283","22.783927"
"05/04/2015 11:46:29.283","6.404754"
"05/04/2015 11:46:30.284","11.864471"
"05/04/2015 11:46:31.284","11.864481"
"05/04/2015 11:46:32.284","7.964674"
"05/04/2015 11:46:33.284","5.624788"
"05/04/2015 11:46:34.284","18.884120"
"05/04/2015 11:46:35.284","35.263293"
"05/04/2015 11:46:36.284","59.442060"
"05/04/2015 11:46:37.284","53.982332"
"05/04/2015 11:46:38.284","61.001981"
"05/04/2015 11:46:39.284","57.882139"
"05/04/2015 11:46:40.284","57.882139"
"05/04/2015 11:46:41.284","53.202377"
"05/04/2015 11:46:42.284","54.807488"
"05/04/2015 11:46:43.285","55.542263"
"05/04/2015 11:46:44.285","71.921426"
"05/04/2015 11:46:45.285","54.762298"
"05/04/2015 11:46:46.285","29.803565"
"05/04/2015 11:46:47.285","30.583521"
"05/04/2015 11:46:48.286","10.304561"
"05/04/2015 11:46:49.291","43.346157"
"05/04/2015 11:46:50.292","65.716028"
"05/04/2015 11:46:51.310","53.263674"
"05/04/2015 11:46:52.321","73.769877"
"05/04/2015 11:46:53.321","45.402773"
"05/04/2015 11:46:54.338","63.187711"
"05/04/2015 11:46:55.338","40.723011"
"05/04/2015 11:46:56.338","32.143441"
"05/04/2015 11:46:57.339","14.546170"
"05/04/2015 11:46:58.342","24.343848"
"05/04/2015 11:46:59.342","8.744630"
"05/04/2015 11:47:00.342","7.964674"
"05/04/2015 11:47:01.342","7.184719"
"05/04/2015 11:47:02.342","15.764278"
"05/04/2015 11:47:03.342","7.964674"
"05/04/2015 11:47:04.342","9.524595"
"05/04/2015 11:47:05.343","21.223996"
"05/04/2015 11:47:06.343","24.343848"
"05/04/2015 11:47:07.343","8.744630"
"05/04/2015 11:47:08.343","13.424402"
"05/04/2015 11:47:09.343","12.644437"
"05/04/2015 11:47:10.343","25.123803"
"05/04/2015 11:47:11.343","6.404754"
"05/04/2015 11:47:12.343","11.864471"
"05/04/2015 11:47:13.343","6.404754"
"05/04/2015 11:47:14.343","9.524595"
"05/04/2015 11:47:15.343","21.224006"
"05/04/2015 11:47:16.343","7.964674"
"05/04/2015 11:47:17.343","32.923407"
